"X","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","ANPP_canopy","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.yr","managed","disturbed","history.no.info","biomes","variable.name.y","date.y","start.date.y","end.date.y","ANPP_woody_stem","optional","AnnualMeanTemp","MeanDiurnalRange","Isothermality","TempSeasonality","MaxTWarmestMonth","MinTColdestMonth","TempRangeAnnual","MeanTWetQ","MeanTDryQ","MeanTWarmQ","MeanTColdQ","AnnualPre","PreWetMonth","PreDryMonth","PreSeasonality","PreWetQ","PreDryQ","PreWarmQ","PreColdQ","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays"
187,"Tura, right bank of Kochechum River Larix gmelinii dominated mixed-age forest","Kajimoto_1999_aabb",190,15336,"Tura, right bank of Kochechum River","Larix gmelinii dominated mixed-age forest","woody","2TDN","ANPP_foliage","1995.413699",NA,NA,0.4747,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.316667,100.216667,200,-9.5,322,"760","Palearctic","Dfc","Boreal mountain system","0.1","1715","NAC","NAC","No disturbance","NI",0,1,0,"boreal","ANPP_woody_stem","1995.413699",NA,NA,0.1504,TRUE,-9,12.8,0.19,185.57,24.2,-41.3,65.5,14.2,-29.1,14.2,-33.4,380,61,12,52,170,42,170,51,75.6824561403509,266.710877192982,408.519298245614,167.155
188,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",53,16004,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1993",NA,NA,2.33,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1993",NA,NA,1.68,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
189,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",54,16005,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1994",NA,NA,2.36,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1994",NA,NA,2.66,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
190,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",55,16006,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1995",NA,NA,2.38,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1995",NA,NA,1.91,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
191,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",56,16007,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1996",NA,NA,2.45,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1996",NA,NA,2.93,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
192,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",57,16008,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1997",NA,NA,2.43,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1997",NA,NA,2.15,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
193,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",58,16009,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1998",NA,NA,2.29,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1998",NA,NA,2.11,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
194,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",59,16010,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1999",NA,NA,2.33,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","1999",NA,NA,2.4,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
195,"Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",60,16011,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","2000",NA,NA,2.57,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","Nearctic","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem","2000",NA,NA,2.1,TRUE,13.7,12.9,0.37,79.06,30.6,-3.7,34.3,4.8,19.5,23.5,3.1,1369,146,81,16,379,270,339,367,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
196,"Walter Egler Reserve Mature terra firma","Klinge_1975_basi",999,18364,"Walter Egler Reserve","Mature terra firma","woody","2TEB","ANPP_litterfall","1970","1970","1970",3.431,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.5,-60,NA,26.7,2300,"68","Neotropics","Af","Tropical rainforest","0.25","NAC","NAC","NAC","NAC","NAC",0,0,1,"tropical","ANPP_woody_stem","1970","1970","1970",1.88,TRUE,27,8.5,0.82,4.26,32.5,22.2,10.3,26.6,27.4,27.6,26.6,2319,299,108,31,803,352,415,674,82.45,0,1155.93859649123,243.08350877193
197,"Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,16280,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.92,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","ANPP_woody_stem","2005","2003","2007",1.128,TRUE,13.4,15.2,0.75,11.44,22.4,2.2,20.2,14,11.6,14.5,11.6,335,61,4,67,164,22,97,22,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
198,"Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,16280,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.92,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","ANPP_woody_stem",NA,"2007","2008",1.2,TRUE,13.4,15.2,0.75,11.44,22.4,2.2,20.2,14,11.6,14.5,11.6,335,61,4,67,164,22,97,22,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
199,"Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,18340,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.8048,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","ANPP_woody_stem","2005","2003","2007",1.128,TRUE,13.4,15.2,0.75,11.44,22.4,2.2,20.2,14,11.6,14.5,11.6,335,61,4,67,164,22,97,22,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
200,"Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,18340,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.8048,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","ANPP_woody_stem",NA,"2007","2008",1.2,TRUE,13.4,15.2,0.75,11.44,22.4,2.2,20.2,14,11.6,14.5,11.6,335,61,4,67,164,22,97,22,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
201,"West Kalimantan lowland tropical forest","Malhi_2011_taoe",999,16325,"West Kalimantan","lowland tropical forest","woody","2TEB","ANPP_litterfall","NI","NI","NI",3.85,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Indonesia",-0.9277,109.9534,190,NA,4125,"787","IndoMalay","Af","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,"tropical","ANPP_woody_stem","NI","NI","NI",6,TRUE,27,8.5,0.9,2.87,31.9,22.5,9.4,26.6,27.1,27.3,26.6,3228,381,155,25,1041,527,764,912,70.8095029239766,0,1191.1798245614,240.985175438597
202,"Willow Creek AE 1 NI","Martin_2005_asri",73,16503,"Willow Creek AE 1","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.95,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1928","Initiation of post-disturbance cohort (planted or natural)","1928","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",5.37,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
203,"Willow Creek AE 2 NI","Martin_2005_asri",80,16508,"Willow Creek AE 2","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.93,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1921","Initiation of post-disturbance cohort (planted or natural)","1921","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",3.28,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
204,"Willow Creek AF 1 NI","Martin_2005_asri",62,16513,"Willow Creek AF 1","NI","woody","2TREE","ANPP_foliage",NA,"1998","2001",3.2,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1939","Initiation of post-disturbance cohort (planted or natural)","1939","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",3.35,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
205,"Willow Creek AF 2 NI","Martin_2005_asri",56,16518,"Willow Creek AF 2","NI","woody","2TREE","ANPP_foliage",NA,"1998","2001",3.02,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1945","Initiation of post-disturbance cohort (planted or natural)","1945","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",2.45,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
206,"Willow Creek NH 1 NI","Martin_2005_asri",66,16549,"Willow Creek NH 1","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.59,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",2.61,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
207,"Willow Creek NH 2 NI","Martin_2005_asri",66,16554,"Willow Creek NH 2","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",3.02,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",2.99,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
208,"Willow Creek NH 3 NI","Martin_2005_asri",66,16559,"Willow Creek NH 3","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.97,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",2.42,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
209,"Willow Creek NH 4 NI","Martin_2005_asri",66,16564,"Willow Creek NH 4","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.61,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","Nearctic","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"1998","2001",1.9,TRUE,4.2,12.3,0.27,111.2,25.8,-19,44.8,16.4,-11.2,17.6,-11.2,813,110,21,45,313,83,305,83,64.9051169590643,188.744385964912,752.430701754386,123.082543859649
210,"Wind River Canopy Crane old-growth douglas fir and western hemlock","Harmon_2004_prao",499,16592,"Wind River Canopy Crane","old-growth douglas fir and western hemlock","woody","2TEN","ANPP_foliage","1999",NA,NA,1.5,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.82,-121.95,355,8.9,3725.5,"439","Nearctic","Csb","Temperate mountain system","NAC","1500","NAC","NAC","No disturbance","1500",0,0,0,"temperate","ANPP_woody_stem","1999",NA,NA,1.22,TRUE,9.5,10.6,0.39,57.42,25.4,-1.6,27,3,16.8,16.9,2.3,2558,459,21,72,1279,124,142,1214,69.9222222222222,150.854561403509,782.728947368421,126.120964912281
211,"Wooroonooran National Park Basalt","Gleason_2010_ssad",999,18264,"Wooroonooran National Park","Basalt","woody","2TREE","ANPP_litterfall","2006","2005","2007",3.055,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Australia",-17.37,145.74,NA,22,4360,"NAC","Australasia","Cfa","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,"tropical","ANPP_woody_stem","2006","2005","2007",7.755,TRUE,20.6,9.8,0.55,27.22,28.8,11.1,17.7,23.3,19.2,23.6,16.7,2574,514,63,73,1384,195,1065,271,42.2039473684211,0.0154385964912281,1405.34561403509,145.070701754386
212,"Wooroonooran National Park Schist","Gleason_2010_ssad",999,18265,"Wooroonooran National Park","Schist","woody","2TREE","ANPP_litterfall","2006","2005","2007",2.961,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Australia",-17.37,145.74,NA,22,4360,"NAC","Australasia","Cfa","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,"tropical","ANPP_woody_stem","2006","2005","2007",7.285,TRUE,20.6,9.8,0.55,27.22,28.8,11.1,17.7,23.3,19.2,23.6,16.7,2574,514,63,73,1384,195,1065,271,42.2039473684211,0.0154385964912281,1405.34561403509,145.070701754386
213,"Yapo (Plateau) Mature","DeAngelis_1981_pofe",999,18293,"Yapo (Plateau)","Mature","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.512,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Cote D'Ivoire",5.7,-4.1,70,NA,1739,"60","Afrotropics","Aw","Tropical rainforest","5","NAC","NAC","NAC","NAC","NAC",0,0,0,"tropical","ANPP_woody_stem","NI","NI","NI",2.4393,TRUE,26.3,8.1,0.69,11.14,32.3,20.7,11.6,26.8,26.9,27.5,24.6,1607,306,24,58,694,135,350,306,75.3327485380117,0,1160.09210526316,136.606754385965
214,"Yapo (Plateau) Mature","DeAngelis_1981_pofe",999,17721,"Yapo (Plateau)","Mature","woody","2TEB","ANPP_foliage","1970","1966","1974",3.337,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Cote D'Ivoire",5.7,-4.1,70,NA,1739,"60","Afrotropics","Aw","Tropical rainforest","5","NAC","NAC","NAC","NAC","NAC",0,0,0,"tropical","ANPP_woody_stem","NI","NI","NI",2.4393,TRUE,26.3,8.1,0.69,11.14,32.3,20.7,11.6,26.8,26.9,27.5,24.6,1607,306,24,58,694,135,350,306,75.3327485380117,0,1160.09210526316,136.606754385965
215,"Yellowstone National Park (YNP) 110 yr","Litton_2004_eotd",110,17057,"Yellowstone National Park (YNP)","110 yr","woody","2TEN","ANPP_foliage",NA,"2000.415301","2001.580822",0.56,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6,-110.5,2360,NA,465,"819","Nearctic","Dfc","Temperate mountain system","NAC","1881","Initiation of post-disturbance cohort (natural)","1881","NAC","NAC",0,0,0,"temperate","ANPP_woody_stem",NA,"2000.415301","2001.580822",1.26,TRUE,-1,15.4,0.38,84.25,20.8,-19.1,39.9,-10.1,5.9,9.9,-11.6,624,65,39,15,175,134,158,170,64.5745614035088,250.080789473684,919.15701754386,103.263333333333
216,"Yenisei 138lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",138,17089,"Yenisei 138lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.47,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1862","Initiation of post-disturbance cohort (planted or natural)","1862","Burned","1862",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",0.94,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
217,"Yenisei 200lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",200,17117,"Yenisei 200lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.44,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1800","Initiation of post-disturbance cohort (planted or natural)","1800","Burned","1800",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",0.27,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
218,"Yenisei 204lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",204,17127,"Yenisei 204lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.4,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1796","Initiation of post-disturbance cohort (planted or natural)","1796","Burned","1796",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",0.44,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
219,"Yenisei 215lh heavily burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",215,17137,"Yenisei 215lh","heavily burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.45,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1785","Initiation of post-disturbance cohort (planted or natural)","1785","Burned","1785",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",0.25,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
220,"Yenisei 383lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",383,17175,"Yenisei 383lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.56,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1617","Initiation of post-disturbance cohort (planted or natural)","1617","Burned","1617",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",0.52,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
221,"Yenisei 53vm moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","Wirth_2002_babc",53,17195,"Yenisei 53vm","moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",1.1,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1947","Initiation of post-disturbance cohort (planted or natural)","1947","Burned","1947",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",1.58,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
222,"Yenisei 67lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",67,17205,"Yenisei 67lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.55,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Palearctic","Dfc","Boreal coniferous forest","NAC","1933","Initiation of post-disturbance cohort (planted or natural)","1933","Burned","1933",0,1,0,"boreal","ANPP_woody_stem",NA,"1998","2000",1.22,TRUE,-2.8,10.8,0.2,144.69,24.7,-28.1,52.8,13.6,-11.6,15.8,-21.7,564,70,22,33,196,76,194,96,73.2478070175439,234.382456140351,467.633333333333,201.797368421053
