"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","ANPP_canopy","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","ANPP_woody_stem","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y"
"206","Tapajos,RP014 Nepstad et al. 2002","Malhi_2011_taoe",999,14402,"Tapajos,RP014","Nepstad et al. 2002","woody","2TEB","ANPP_litterfall","NI","NI","NI",3.93,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.75,-55,100,26.1,1968,"256","South America","Am","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,25.5,9.7,5.57,12.2,1995,65,75.52236842,0,1123.080702,217.1789474,0.287749998,546237.2,14188,1325,0.589138889,"tropical","ANPP_woody_stem","NI","NI","NI",2.6
"207","Tapajos,RP014 terra firma,1-4d TAP-01","Malhi_2004_tacw",999,18362,"Tapajos,RP014","terra firma,1-4d TAP-01","woody","2TEB","ANPP_litterfall","1989","1983","1995",3.102,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.75,-55,100,26.1,1968,"256","South America","Am","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.5,9.7,5.57,12.2,1995,65,75.52236842,0,1123.080702,217.1789474,0.287749998,546237.2,14188,1325,0.589138889,"tropical","ANPP_woody_stem","1989","1983","1995",2.4252
"208","Tapajos,RP014 terra firma,5-8d TAP-02","Malhi_2004_tacw",999,18363,"Tapajos,RP014","terra firma,5-8d TAP-02","woody","2TEB","ANPP_litterfall","1989","1983","1995",3.008,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.75,-55,100,26.1,1968,"256","South America","Am","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.5,9.7,5.57,12.2,1995,65,75.52236842,0,1123.080702,217.1789474,0.287749998,546237.2,14188,1325,0.589138889,"tropical","ANPP_woody_stem","1989","1983","1995",2.5662
"209","Thurston Meterosideros forest.300-y","Vitousek_1995_fndl",300,18354,"Thurston","Meterosideros forest.300-y","woody","2TEB","ANPP_litterfall","1992","1992","1993",1.7907,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",19.41,-155.24,1176,16,2500,"748","Oceania","Af","Tropical mountain system","NAC","NAC","Initiation of post-disturbance cohort (natural)","NAC","NAC","NAC",0,0,0,TRUE,16,8.9,11.97,12.6,2833,34,67.79868421,0,1281.514912,254.4439474,0.154000001,647229,16279,1327,0.420666667,"tropical","ANPP_woody_stem","1992","1992","1993",2.3782
"210","Tono unmanaged","Girardin_2010_nppa",999,18335,"Tono","unmanaged","woody","2TEB","ANPP_litterfall","2005","2003","2007",2.3406,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_woody_stem",NA,"2007","2008",1.34
"211","Tono unmanaged","Girardin_2010_nppa",999,18335,"Tono","unmanaged","woody","2TEB","ANPP_litterfall","2005","2003","2007",2.3406,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_woody_stem","2005","2003","2007",1.2596
"212","Tono unmanaged","Girardin_2010_nppa",999,15191,"Tono","unmanaged","woody","2TEB","ANPP_foliage",NA,"2007","2008",2.49,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_woody_stem",NA,"2007","2008",1.34
"213","Tono unmanaged","Girardin_2010_nppa",999,15191,"Tono","unmanaged","woody","2TEB","ANPP_foliage",NA,"2007","2008",2.49,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_woody_stem","2005","2003","2007",1.2596
"214","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,18336,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.1186,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem",NA,"2007","2008",1
"215","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,18336,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.1186,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem","2005","2003","2007",0.94
"216","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,15225,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.19,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem",NA,"2007","2008",1
"217","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,15225,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.19,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem","2005","2003","2007",0.94
"218","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,18337,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.7202,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem",NA,"2007","2008",1.57
"219","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,18337,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.7202,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem","2005","2003","2007",1.4758
"220","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,15238,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.83,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem",NA,"2007","2008",1.57
"221","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,15238,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.83,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_woody_stem","2005","2003","2007",1.4758
"222","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,15251,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.44,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem",NA,"2007","2008",0.79
"223","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,15251,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.44,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem","2005","2003","2007",0.7426
"224","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,18338,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.3536,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem",NA,"2007","2008",0.79
"225","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,18338,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.3536,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem","2005","2003","2007",0.7426
"226","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,15264,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.44,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem","2005","2003","2007",0.7426
"227","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,15264,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.44,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem",NA,"2007","2008",0.79
"228","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,18339,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.3536,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem","2005","2003","2007",0.7426
"229","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,18339,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.3536,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_woody_stem",NA,"2007","2008",0.79
"230","Tropenstation La Gamba Gorge","Hofhansl_2011_tsaa",999,18434,"Tropenstation La Gamba","Gorge","woody","2TEB","ANPP_litterfall","2005","2005","2005",6.0536,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Costa Rica",8.7,-83.2,NA,28,5750,"NAC","North America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,26.4,10.3,7.21,13.6,4680,46,56.04217836,0,1417.121053,186.5957018,0.2895,696865.5,18472,1698,0.618125,"tropical","ANPP_woody_stem","2005","2005","2005",7.661
"231","Tropenstation La Gamba Ridge","Hofhansl_2011_tsaa",999,18433,"Tropenstation La Gamba","Ridge","woody","2TEB","ANPP_litterfall","2005","2005","2005",5.1136,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Costa Rica",8.7,-83.2,NA,28,5750,"NAC","North America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,26.4,10.3,7.21,13.6,4680,46,56.04217836,0,1417.121053,186.5957018,0.2895,696865.5,18472,1698,0.618125,"tropical","ANPP_woody_stem","2005","2005","2005",5.2734
"232","Tura natural regeneration after fire.Larix gmelinii forest","Luyssaert_2007_cbob",105,15309,"Tura","natural regeneration after fire.Larix gmelinii forest","woody","2TDN","ANPP_foliage",NA,"2000","2004",0.27,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.2,100.45,250,-8.9,360,"760","Asia","Dfc","Boreal mountain system","NAC","1899","Initiation of post-disturbance cohort (natural)","1899","Burned","1899",0,0,0,TRUE,-9.1,12.9,185.17,65.2,382,52,75.68245614,266.7108772,408.5192982,167.155,0.03775,335744.1,6454,569,0.278402778,"boreal","ANPP_woody_stem",NA,"2000","2004",0.15
"233","Tura, right bank of Kochechum River Larix gmelinii dominated mixed-age forest","Kajimoto_1999_aabb",190,15336,"Tura, right bank of Kochechum River","Larix gmelinii dominated mixed-age forest","woody","2TDN","ANPP_foliage","1995.413699",NA,NA,0.4747,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.316667,100.216667,200,-9.5,322,"760","Asia","Dfc","Boreal mountain system","0.1","1715","NAC","NAC","No disturbance","NI",0,1,0,TRUE,-9,12.8,185.57,65.5,380,52,75.68245614,266.7108772,408.5192982,167.155,0.038,335047.7,6384,582,0.298125,"boreal","ANPP_woody_stem","1995.413699",NA,NA,0.1504
"234","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",53,16004,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1993",NA,NA,2.33,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1993",NA,NA,1.68
"235","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",54,16005,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1994",NA,NA,2.36,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1994",NA,NA,2.66
"236","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",55,16006,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1995",NA,NA,2.38,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1995",NA,NA,1.91
"237","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",56,16007,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1996",NA,NA,2.45,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1996",NA,NA,2.93
"238","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",57,16008,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1997",NA,NA,2.43,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1997",NA,NA,2.15
"239","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",58,16009,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1998",NA,NA,2.29,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1998",NA,NA,2.11
"240","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",59,16010,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","1999",NA,NA,2.33,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","1999",NA,NA,2.4
"241","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",60,16011,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_foliage","2000",NA,NA,2.57,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_stem","2000",NA,NA,2.1
"242","Walter Egler Reserve Mature terra firma","Klinge_1975_basi",999,18364,"Walter Egler Reserve","Mature terra firma","woody","2TEB","ANPP_litterfall","1970","1970","1970",3.431,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.5,-60,NA,26.7,2300,"68","South America","Af","Tropical rainforest","0.25","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,27,8.5,4.26,10.3,2319,31,82.45,0,1155.938596,243.0835088,0.285166663,539482,17807,1339,0.709152778,"tropical","ANPP_woody_stem","1970","1970","1970",1.88
"243","Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,18340,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.8048,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,13.4,15.2,11.44,20.2,335,67,59.68450292,87.11798246,1106.259649,110.9999123,0.105416666,513259.5,2848,1211,0.581,"tropical","ANPP_woody_stem",NA,"2007","2008",1.2
"244","Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,18340,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",1.8048,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,13.4,15.2,11.44,20.2,335,67,59.68450292,87.11798246,1106.259649,110.9999123,0.105416666,513259.5,2848,1211,0.581,"tropical","ANPP_woody_stem","2005","2003","2007",1.128
"245","Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,16280,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.92,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,13.4,15.2,11.44,20.2,335,67,59.68450292,87.11798246,1106.259649,110.9999123,0.105416666,513259.5,2848,1211,0.581,"tropical","ANPP_woody_stem",NA,"2007","2008",1.2
